State_Name,Year,District,Total_Count,Amount
Madhya Pradesh,2021,ujjain district,26895419,48570381621.367584
Madhya Pradesh,2021,umaria district,3788378,6995981449.433896
Madhya Pradesh,2021,vidisha district,12553212,23442747286.214287
Madhya Pradesh,2022,agar malwa district,10592400,19078018564.808468
Madhya Pradesh,2022,alirajpur district,3093668,6142850411.020693
Madhya Pradesh,2022,anuppur district,10155494,15205277306.986126
Madhya Pradesh,2022,ashoknagar district,9934554,16246006847.544033
Madhya Pradesh,2022,balaghat district,26575562,45856175976.23523
Madhya Pradesh,2022,barwani district,13819538,25158886864.981506
Madhya Pradesh,2022,betul district,24337288,37813735152.809845
Madhya Pradesh,2022,bhind district,14970847,29686362830.642456
Madhya Pradesh,2022,bhopal district,692187853,914984941531.5603
Madhya Pradesh,2022,burhanpur district,10930193,17858672956.65542
Madhya Pradesh,2022,chhatarpur district,18392818,32286309142.539337
Madhya Pradesh,2022,chhindwara district,431749706,614331585581.4728
Madhya Pradesh,2022,damoh district,11182405,20150508507.970947
Madhya Pradesh,2022,datia district,7700489,15272308784.955187
Madhya Pradesh,2022,dewas district,41377783,66034268286.692505
Madhya Pradesh,2022,dhar district,47363988,73836449340.95341
Madhya Pradesh,2022,dindori district,5086173,9195881230.697918
Madhya Pradesh,2022,east nimar district,19937270,30835697594.442013
Madhya Pradesh,2022,guna district,22361304,36343031987.55251
Madhya Pradesh,2022,gwalior district,74428015,126585156548.96301
Madhya Pradesh,2022,harda district,8418620,15881685731.391884
Madhya Pradesh,2022,hoshangabad district,23409033,38485811406.452034
Madhya Pradesh,2022,indore district,475353403,640567339090.8727
Madhya Pradesh,2022,jabalpur district,66036233,104199258831.23383
Madhya Pradesh,2022,jhabua district,8008003,15493310260.881819
Madhya Pradesh,2022,katni district,15816262,26817238910.000717
Madhya Pradesh,2022,khargone district,27737306,49984347656.75357
Madhya Pradesh,2022,mandla district,8945679,16345990678.096209
Madhya Pradesh,2022,mandsaur district,23939178,43675007317.57556
Madhya Pradesh,2022,morena district,20610551,42897207102.969444
Madhya Pradesh,2022,narsinghpur district,15605392,28011279507.909733
Madhya Pradesh,2022,neemuch district,14568295,27096734262.10569
Madhya Pradesh,2022,niwari district,3493518,5930946652.125473
Madhya Pradesh,2022,panna district,7694585,14753760903.81468
Madhya Pradesh,2022,raisen district,26754596,39455249881.72517
Madhya Pradesh,2022,rajgarh district,30175027,51929669583.6192
Madhya Pradesh,2022,ratlam district,26500132,48978381744.291214
Madhya Pradesh,2022,rewa district,34079981,62234424547.69652
Madhya Pradesh,2022,sagar district,32038485,53434569815.79703
Madhya Pradesh,2022,satna district,29427539,50275815801.95604
Madhya Pradesh,2022,sehore district,34778742,54255968355.48303
Madhya Pradesh,2022,seoni district,18450786,33245686759.505833
Madhya Pradesh,2022,shahdol district,23048669,34720213736.66016
Madhya Pradesh,2022,shajapur district,19545094,33020232657.77113
Madhya Pradesh,2022,sheopur district,5501646,11280197059.62299
Madhya Pradesh,2022,shivpuri district,19794523,36293131475.00773
Madhya Pradesh,2022,sidhi district,12479321,23574972785.38887
Madhya Pradesh,2022,singrauli district,24784296,40308556768.71063
Madhya Pradesh,2022,tikamgarh district,10353664,15438918912.502356
Madhya Pradesh,2022,ujjain district,54801802,90643677614.08842
Madhya Pradesh,2022,umaria district,6859585,10899680546.532444
Madhya Pradesh,2022,vidisha district,22503420,37566836918.21702
Madhya Pradesh,2023,agar malwa district,20028241,29296363767.0
Madhya Pradesh,2023,alirajpur district,6122128,9882130776.0
Madhya Pradesh,2023,anuppur district,17382542,21636206269.0
Madhya Pradesh,2023,ashoknagar district,16803725,24153750817.0
Madhya Pradesh,2023,balaghat district,39911036,59556016433.0
Madhya Pradesh,2023,barwani district,26024780,38186773584.0
Madhya Pradesh,2023,betul district,38364842,53272869932.0
Madhya Pradesh,2023,bhind district,27405516,46387472993.0
Madhya Pradesh,2023,bhopal district,306927083,331702750104.0
Madhya Pradesh,2023,burhanpur district,19341024,27422357974.0
Madhya Pradesh,2023,chhatarpur district,34524052,49832290884.0
Madhya Pradesh,2023,chhindwara district,59986167,81860546102.0
Madhya Pradesh,2023,damoh district,18858543,28818587231.0
Madhya Pradesh,2023,datia district,14622519,24814412617.0
Madhya Pradesh,2023,dewas district,67947685,96905307797.0
Madhya Pradesh,2023,dhar district,81204434,109817910747.0
Madhya Pradesh,2023,dindori district,9216967,13154202844.0
Madhya Pradesh,2023,east nimar district,35780024,46704258936.0
Madhya Pradesh,2023,guna district,38062317,52626555609.0
Madhya Pradesh,2023,gwalior district,113909316,172158616633.0
Madhya Pradesh,2023,harda district,14830713,24169914372.0
Madhya Pradesh,2023,hoshangabad district,38382996,57972421672.0
Madhya Pradesh,2023,indore district,432418383,501304835920.0
Madhya Pradesh,2023,jabalpur district,86765898,122391872725.0
Madhya Pradesh,2023,jhabua district,15375222,24427913177.0
Madhya Pradesh,2023,katni district,27584783,40441527495.0
Madhya Pradesh,2023,khargone district,49154733,75412096778.0
Madhya Pradesh,2023,mandla district,15888873,23685816807.0
Madhya Pradesh,2023,mandsaur district,43901883,68339597078.0
Madhya Pradesh,2023,morena district,38478525,67606400173.0
Madhya Pradesh,2023,narsinghpur district,26440926,40415327370.0
Madhya Pradesh,2023,neemuch district,27142755,43026567771.0
Madhya Pradesh,2023,niwari district,6787456,9424919255.0
Madhya Pradesh,2023,panna district,14408270,22467604954.0
Madhya Pradesh,2023,raisen district,44161264,58860262335.0
Madhya Pradesh,2023,rajgarh district,49897258,75464878029.0
Madhya Pradesh,2023,ratlam district,47417937,75479709657.0
Madhya Pradesh,2023,rewa district,57988326,89799188080.0
Madhya Pradesh,2023,sagar district,55256738,79205733880.0
Madhya Pradesh,2023,satna district,51321385,74537941063.0
Madhya Pradesh,2023,sehore district,56544969,79505146860.0
Madhya Pradesh,2023,seoni district,32064329,48252469767.0
Madhya Pradesh,2023,shahdol district,29265511,38820684490.0
Madhya Pradesh,2023,shajapur district,32046245,47490244934.0
Madhya Pradesh,2023,sheopur district,10461069,17683142310.0
Madhya Pradesh,2023,shivpuri district,36956710,54655091134.0
Madhya Pradesh,2023,sidhi district,22991284,35223058200.0
Madhya Pradesh,2023,singrauli district,43685949,58548594777.0
Madhya Pradesh,2023,tikamgarh district,17914127,22108095314.0
Madhya Pradesh,2023,ujjain district,95214100,137081145369.0
Madhya Pradesh,2023,umaria district,11945404,15621131434.0
Madhya Pradesh,2023,vidisha district,36299661,54676832429.0
Maharashtra,2018,ahmednagar district,3124695,5322992742.155483
Maharashtra,2018,akola district,741208,972021232.6540557
Maharashtra,2018,amravati district,1432258,1927592818.6560652
Maharashtra,2018,aurangabad district,4267013,6315740595.394918
Maharashtra,2018,beed district,1094597,1771271432.342819
Maharashtra,2018,bhandara district,657780,791198307.5599458
Maharashtra,2018,buldhana district,1431965,2092946475.4704342
Maharashtra,2018,chandrapur district,1028185,1361067124.3873215
Maharashtra,2018,dhule district,946048,1461773718.2196863
Maharashtra,2018,gadchiroli district,392997,560895374.291789
Maharashtra,2018,gondia district,687976,924854625.8068368
Maharashtra,2018,hingoli district,474581,615596424.4218539
Maharashtra,2018,jalgaon district,2264291,3271318561.720028
Maharashtra,2018,jalna district,1028449,1460521543.7424817
Maharashtra,2018,kolhapur district,2364062,3189000664.981005
Maharashtra,2018,latur district,1657220,2379861915.9935217
Maharashtra,2018,mumbai district,16099736,28916669099.462906
Maharashtra,2018,mumbai suburban district,11185472,20099278287.781315
Maharashtra,2018,nagpur district,4485636,7190808365.958403
Maharashtra,2018,nanded district,1517981,2204623261.469055
Maharashtra,2018,nandurbar district,408298,659780246.7298234
Maharashtra,2018,nashik district,4827727,8131179583.376607
Maharashtra,2018,osmanabad district,911800,1468274569.5823145
Maharashtra,2018,palghar district,2587181,4187311934.969987
Maharashtra,2018,parbhani district,805567,1118104179.3743372
Maharashtra,2018,pune district,27971449,44542908135.2486
Maharashtra,2018,raigad district,2577761,4753437297.062404
Maharashtra,2018,ratnagiri district,458786,694138126.1818299
Maharashtra,2018,sangli district,1562222,2333744119.648253
Maharashtra,2018,satara district,1832022,2648514422.7928033
Maharashtra,2018,sindhudurg district,287249,410475356.40100753
Maharashtra,2018,solapur district,3332736,5469778271.354762
Maharashtra,2018,thane district,9826284,17869367681.995365
Maharashtra,2018,wardha district,753910,974012375.4128311
Maharashtra,2018,washim district,422432,560407136.9679167
Maharashtra,2018,yavatmal district,853961,1196959270.360917
Maharashtra,2019,ahmednagar district,10582322,18358085081.660538
Maharashtra,2019,akola district,2137855,3236924886.0512094
Maharashtra,2019,amravati district,6286394,7952784910.303478
Maharashtra,2019,aurangabad district,20173098,25623560529.009796
Maharashtra,2019,beed district,3236864,6097359153.461033
Maharashtra,2019,bhandara district,1647150,2336113045.4377575
Maharashtra,2019,buldhana district,3813808,6612691787.389177
Maharashtra,2019,chandrapur district,2610994,3928329292.847316
Maharashtra,2019,dhule district,2580240,4494828239.973263
Maharashtra,2019,gadchiroli district,1027498,1720026612.6048841
Maharashtra,2019,gondia district,1532670,2416620513.7925806
Maharashtra,2019,hingoli district,1140774,1813343764.6138766
Maharashtra,2019,jalgaon district,6064767,9621021028.200626
Maharashtra,2019,jalna district,3123448,5018230264.910391
Maharashtra,2019,kolhapur district,6835720,9540900552.435791
Maharashtra,2019,latur district,4323424,7316788700.048166
Maharashtra,2019,mumbai district,42453186,79994780517.33266
Maharashtra,2019,mumbai suburban district,36964583,57968689195.33767
Maharashtra,2019,nagpur district,21995879,28933676991.740486
Maharashtra,2019,nanded district,4291979,7254281931.494964
Maharashtra,2019,nandurbar district,1072917,1922686793.043538
Maharashtra,2019,nashik district,23973691,31409469762.776844
Maharashtra,2019,osmanabad district,2730318,5054176603.0938425
Maharashtra,2019,palghar district,9471995,14198062435.124523
Maharashtra,2019,parbhani district,2183551,3581267996.5863757
Maharashtra,2019,pune district,226916267,272031839832.55682
Maharashtra,2019,raigad district,9789564,15394040544.465027
Maharashtra,2019,ratnagiri district,1351051,2023985151.6306295
Maharashtra,2019,sangli district,4314648,6786501690.235852
Maharashtra,2019,satara district,5968339,8622349704.25178
Maharashtra,2019,sindhudurg district,794236,1141903236.9006126
Maharashtra,2019,solapur district,10132935,17450362118.06087
Maharashtra,2019,thane district,39183188,58964680351.00716
Maharashtra,2019,wardha district,2007828,2895720482.688366
Maharashtra,2019,washim district,1237632,2010779145.393631
Maharashtra,2019,yavatmal district,2274310,3600233706.4435167
Maharashtra,2020,ahmednagar district,34948636,62452448099.9859
Maharashtra,2020,akola district,6012911,9782707354.006893
Maharashtra,2020,amravati district,15142812,23527350451.316673
Maharashtra,2020,aurangabad district,48492666,70207597831.6091
Maharashtra,2020,beed district,11951624,23799850191.040657
Maharashtra,2020,bhandara district,4218577,6918059304.561065
Maharashtra,2020,buldhana district,11418536,22612296806.582645
Maharashtra,2020,chandrapur district,7536449,11288184539.305222
Maharashtra,2020,dhule district,8377198,15134636652.567413
Maharashtra,2020,gadchiroli district,2621577,4628926386.624499
Maharashtra,2020,gondia district,3663709,6749038211.02765
Maharashtra,2020,hingoli district,3540992,6216605368.748328
Maharashtra,2020,jalgaon district,18327199,31591630111.6402
Maharashtra,2020,jalna district,9842811,17108489633.14563
Maharashtra,2020,kolhapur district,17737052,26416776496.231598
Maharashtra,2020,latur district,13524998,23173962444.833427
Maharashtra,2020,mumbai district,18643510,33550911174.869915
Maharashtra,2020,mumbai suburban district,90906906,158054002923.0183
Maharashtra,2020,nagpur district,48974170,75232843659.7433
Maharashtra,2020,nanded district,12775219,24534004575.122093
Maharashtra,2020,nandurbar district,3525481,6493431620.5685
Maharashtra,2020,nashik district,67387307,98265647120.69003
Maharashtra,2020,osmanabad district,9666819,17794319910.945553
Maharashtra,2020,palghar district,21175174,29881746686.425125
Maharashtra,2020,parbhani district,7319989,13125010473.025776
Maharashtra,2020,pune district,410161840,550915005739.2664
Maharashtra,2020,raigad district,23363115,34080610569.872635
Maharashtra,2020,ratnagiri district,3608924,5096562766.363275
Maharashtra,2020,sangli district,12825884,21470979724.171013
Maharashtra,2020,satara district,18953412,26889099472.870354
Maharashtra,2020,sindhudurg district,2000736,2798003968.1841702
Maharashtra,2020,solapur district,32333805,59782492269.08334
Maharashtra,2020,thane district,74571541,111335588884.16348
Maharashtra,2020,wardha district,4712129,7340610650.676343
Maharashtra,2020,washim district,12531658,28974439065.437584
Maharashtra,2020,yavatmal district,6871404,11593452584.531868
Maharashtra,2021,ahmednagar district,85892468,155468403527.73523
Maharashtra,2021,akola district,15259040,25747976246.51701
Maharashtra,2021,amravati district,31113728,54126282852.20102
Maharashtra,2021,aurangabad district,118826440,169705871314.39667
Maharashtra,2021,beed district,30400505,62524586749.13995
Maharashtra,2021,bhandara district,8748214,15960609523.07398
Maharashtra,2021,buldhana district,27461552,53366806682.655685
Maharashtra,2021,chandrapur district,19254062,29476866939.692604
Maharashtra,2021,dhule district,20666660,38441426456.75589
Maharashtra,2021,gadchiroli district,5734937,11302621865.836813
Maharashtra,2021,gondia district,8284425,16067476581.75215
Maharashtra,2021,hingoli district,8114283,15351171170.424635
Maharashtra,2021,jalgaon district,43469638,78396410750.15381
Maharashtra,2021,jalna district,23380615,41590205284.77881
Maharashtra,2021,kolhapur district,41954069,65691003262.98831
Maharashtra,2021,latur district,34614917,58841882066.24409
Maharashtra,2021,mumbai district,42851680,76021477158.55513
Maharashtra,2021,mumbai suburban district,260831978,390731618231.84393
Maharashtra,2021,nagpur district,109931778,167730600368.73145
Maharashtra,2021,nanded district,33060418,65002497068.516754
Maharashtra,2021,nandurbar district,8534445,16670558438.111044
Maharashtra,2021,nashik district,146308313,227182479551.49515
Maharashtra,2021,osmanabad district,23255304,42541271554.4678
Maharashtra,2021,palghar district,44032186,64801732157.197876
Maharashtra,2021,parbhani district,23274094,38942301863.997345
Maharashtra,2021,pune district,1102324087,1379109526517.1782
Maharashtra,2021,raigad district,57849628,81469870867.74997
Maharashtra,2021,ratnagiri district,6613313,11180254258.443398
Maharashtra,2021,sangli district,31430974,55518995882.68972
Maharashtra,2021,satara district,44556009,64922879173.290405
Maharashtra,2021,sindhudurg district,3576828,6465176535.341875
Maharashtra,2021,solapur district,83084665,155679876762.42325
Maharashtra,2021,thane district,173226046,249801646450.77252
Maharashtra,2021,wardha district,10561000,17198820325.243515
Maharashtra,2021,washim district,149337483,285491955065.98804
Maharashtra,2021,yavatmal district,17266506,31095046566.51479
Maharashtra,2022,ahmednagar district,170777454,288949656468.56506
Maharashtra,2022,akola district,33918760,51901335467.15194
Maharashtra,2022,amravati district,67061885,107073956533.71432
Maharashtra,2022,aurangabad district,230600691,310824529651.8474
Maharashtra,2022,beed district,61726048,116470531948.6615
Maharashtra,2022,bhandara district,16911639,28935798213.45293
Maharashtra,2022,buldhana district,56295339,94389750348.34763
Maharashtra,2022,chandrapur district,39923085,57538618313.60985
Maharashtra,2022,dhule district,40075236,67657980250.632416
Maharashtra,2022,gadchiroli district,11755716,21560873142.607002
Maharashtra,2022,gondia district,16737183,29720255379.765728
Maharashtra,2022,hingoli district,17148817,28789528651.29879
Maharashtra,2022,jalgaon district,84041323,142266645372.59497
Maharashtra,2022,jalna district,45682145,76363560258.45885
Maharashtra,2022,kolhapur district,91802940,132791083676.5163
Maharashtra,2022,latur district,71920550,109731033301.0246
Maharashtra,2022,mumbai district,187145085,265396134718.02332
Maharashtra,2022,mumbai suburban district,676374392,878628521782.5498
Maharashtra,2022,nagpur district,251375560,356246534177.18005
Maharashtra,2022,nanded district,73086335,126258178942.35986
Maharashtra,2022,nandurbar district,17607618,31702997296.88323
Maharashtra,2022,nashik district,300242029,440963387599.0923
Maharashtra,2022,osmanabad district,46315296,78206356909.29008
Maharashtra,2022,palghar district,82382036,110782232390.93993
Maharashtra,2022,parbhani district,43842095,67821265259.43259
Maharashtra,2022,pune district,1994176959,2269088471662.1045
Maharashtra,2022,raigad district,110132103,141816785220.41473
Maharashtra,2022,ratnagiri district,13407782,20670777946.27674
Maharashtra,2022,sangli district,65794581,106585925097.3126
Maharashtra,2022,satara district,81725567,114380776308.75311
Maharashtra,2022,sindhudurg district,6226028,10576026329.912724
Maharashtra,2022,solapur district,170171073,293864008711.55066
Maharashtra,2022,thane district,320019880,419543218046.0077
Maharashtra,2022,wardha district,21586961,32644721494.59547
Maharashtra,2022,washim district,194858079,352131979406.8052
Maharashtra,2022,yavatmal district,39355970,63448246870.973076
Maharashtra,2023,ahmednagar district,264496069,418188936833.0
Maharashtra,2023,akola district,53014642,73905871468.0
Maharashtra,2023,amravati district,96584707,139892014735.0
Maharashtra,2023,aurangabad district,320377864,396523160677.0
Maharashtra,2023,beed district,103131298,172341362909.0
Maharashtra,2023,bhandara district,25827422,41586315179.0
Maharashtra,2023,buldhana district,86942459,130545256397.0
Maharashtra,2023,chandrapur district,63462106,84166407522.0
Maharashtra,2023,dhule district,63399486,96135503798.0
Maharashtra,2023,gadchiroli district,19561115,32227668336.0
Maharashtra,2023,gondia district,27474689,44545406426.0
Maharashtra,2023,hingoli district,30380749,43751171309.0
Maharashtra,2023,jalgaon district,130900630,201186283939.0
Maharashtra,2023,jalna district,75620442,113472338487.0
Maharashtra,2023,kolhapur district,114158494,151194318494.0
Maharashtra,2023,latur district,119481580,162515341662.0
Maharashtra,2023,mumbai district,152677903,191637883276.0
Maharashtra,2023,mumbai suburban district,394718650,443171663081.0
Maharashtra,2023,nagpur district,294024837,381472375524.0
Maharashtra,2023,nanded district,122531966,188567339034.0
Maharashtra,2023,nandurbar district,29090591,45533897211.0
Maharashtra,2023,nashik district,402499650,547997992381.0
Maharashtra,2023,osmanabad district,74065213,111988137487.0
Maharashtra,2023,palghar district,123190018,145954330319.0
Maharashtra,2023,parbhani district,60141033,85511264823.0
Maharashtra,2023,pune district,1685659420,1619619497231.0
Maharashtra,2023,raigad district,165303121,188048137787.0
Maharashtra,2023,ratnagiri district,17003300,23442868880.0
Maharashtra,2023,sangli district,94927704,141571522016.0
Maharashtra,2023,satara district,121433529,157862817301.0
Maharashtra,2023,sindhudurg district,8809989,13272044260.0
Maharashtra,2023,solapur district,265154216,417432900388.0
Maharashtra,2023,thane district,468216756,532435363076.0
Maharashtra,2023,wardha district,32856792,45515938892.0
Maharashtra,2023,washim district,31648638,45627594999.0
Maharashtra,2023,yavatmal district,63897856,91621770631.0
Manipur,2018,bishnupur district,51040,92325224.0417696
Manipur,2018,chandel district,9515,23583343.291496355
Manipur,2018,churachandpur district,34663,111736041.15770002
Manipur,2018,imphal east district,179146,299372774.7524477
Manipur,2018,imphal west district,201889,433021314.68349564
Manipur,2018,jiribam district,13418,30049020.26883295
Manipur,2018,kakching district,16599,31733641.317183778
Manipur,2018,kamjong district,1863,4178422.7315367274
Manipur,2018,kangpokpi district,33404,102463973.99891873
Manipur,2018,noney district,5931,14507975.96581291
Manipur,2018,pherzawl district,173,202843.14402858663
Manipur,2018,senapati district,5901,12736940.482696952
Manipur,2018,tamenglong district,10416,25706886.280706502
Manipur,2018,tengnoupal district,11670,42278528.824427836
Manipur,2018,thoubal district,73193,113327971.6322079
Manipur,2018,ukhrul district,12337,33045796.776573174
Manipur,2019,bishnupur district,92653,212211833.02752376
Manipur,2019,chandel district,31407,83480829.93360361
Manipur,2019,churachandpur district,83264,249917738.16779548
Manipur,2019,imphal east district,302223,766284012.0333318
Manipur,2019,imphal west district,409384,1150540006.2013388
Manipur,2019,jiribam district,26869,69828670.77717799
Manipur,2019,kakching district,37365,83081289.08118998
Manipur,2019,kamjong district,5123,15187370.07955449
Manipur,2019,kangpokpi district,84806,225555262.01713914
Manipur,2019,noney district,17826,42399378.21696051
Manipur,2019,pherzawl district,1322,3218744.2269596853
Manipur,2019,senapati district,21163,46444118.71002202
Manipur,2019,tamenglong district,34029,79399344.59400818
Manipur,2019,tengnoupal district,29476,94224212.2042863
Manipur,2019,thoubal district,102905,228422131.448105
Manipur,2019,ukhrul district,37371,96942746.50615466
Manipur,2020,bishnupur district,288979,672315151.2419771
Manipur,2020,chandel district,91931,234265314.74984795
Manipur,2020,churachandpur district,217308,635865681.0122153
Manipur,2020,imphal east district,553258,1373589658.3267448
Manipur,2020,imphal west district,2724008,10398440501.231865
Manipur,2020,jiribam district,59636,150256741.70963216
Manipur,2020,kakching district,117542,260829101.2082132
Manipur,2020,kamjong district,18914,56838844.487623714
Manipur,2020,kangpokpi district,213378,544388661.1164768
Manipur,2020,noney district,51118,162810167.96993983
Manipur,2020,pherzawl district,6690,15576410.53127331
Manipur,2020,senapati district,77081,173293296.66764575
Manipur,2020,tamenglong district,88014,213571254.50287145
Manipur,2020,tengnoupal district,74014,216003686.27328
Manipur,2020,thoubal district,269616,678654634.64536
Manipur,2020,ukhrul district,98402,229028167.3367583
Manipur,2021,bishnupur district,381159,1206652814.923008
Manipur,2021,chandel district,129079,418203543.02748764
Manipur,2021,churachandpur district,374332,1368657312.0516481
Manipur,2021,imphal east district,835511,2580853073.3090305
Manipur,2021,imphal west district,10724777,27351424625.298798
Manipur,2021,jiribam district,95877,304024296.09239584
Manipur,2021,kakching district,154748,443471251.0286041
Manipur,2021,kamjong district,29547,120858571.10867505
Manipur,2021,kangpokpi district,344211,1059744547.1475976
Manipur,2021,noney district,61272,228390370.8002787
Manipur,2021,pherzawl district,8285,21737427.844570886
Manipur,2021,senapati district,112269,357911488.2936953
Manipur,2021,tamenglong district,119359,400452563.63943934
Manipur,2021,tengnoupal district,115935,485987564.4710185
Manipur,2021,thoubal district,407430,1265818756.5557451
Manipur,2021,ukhrul district,124854,411260338.4005623
Manipur,2022,bishnupur district,522737,1634394842.2049575
Manipur,2022,chandel district,180497,591115392.617799
Manipur,2022,churachandpur district,603490,1903003936.4711497
Manipur,2022,imphal east district,1450963,4173388330.7833366
Manipur,2022,imphal west district,18591087,43524351996.58648
Manipur,2022,jiribam district,149049,449116021.62576604
Manipur,2022,kakching district,411473,1000889981.8333405
Manipur,2022,kamjong district,44505,146470614.01972952
Manipur,2022,kangpokpi district,580844,1603386145.5205822
Manipur,2022,noney district,96796,327450398.03898674
Manipur,2022,pherzawl district,13004,36023218.101563856
Manipur,2022,senapati district,195453,609786204.6639951
Manipur,2022,tamenglong district,202033,652278368.0397563
Manipur,2022,tengnoupal district,177962,663145261.42306
Manipur,2022,thoubal district,789959,2101047105.1561685
Manipur,2022,ukhrul district,190871,658950862.0776542
Manipur,2023,bishnupur district,391355,1160261594.0
Manipur,2023,chandel district,113596,343383189.0
Manipur,2023,churachandpur district,372582,1106985588.0
Manipur,2023,imphal east district,1188286,3255958296.0
Manipur,2023,imphal west district,1755333,5142407167.0
Manipur,2023,jiribam district,179851,536456297.0
Manipur,2023,kakching district,125631,371446852.0
Manipur,2023,kamjong district,22134,69834152.0
Manipur,2023,kangpokpi district,367691,1056994519.0
Manipur,2023,noney district,65356,167459585.0
Manipur,2023,pherzawl district,14724,40403044.0
Manipur,2023,senapati district,168604,480276494.0
Manipur,2023,tamenglong district,151189,458339762.0
Manipur,2023,tengnoupal district,128883,494163724.0
Manipur,2023,thoubal district,542031,1499317460.0
Manipur,2023,ukhrul district,142886,474039623.0
Meghalaya,2018,east garo hills district,5712,9610131.809593443
Meghalaya,2018,east jaintia hills district,42911,81927783.76744717
Meghalaya,2018,east khasi hills district,181650,371970726.6972194
Meghalaya,2018,north garo hills district,8607,8497593.319255209
Meghalaya,2018,ribhoi district,46107,91057931.04822922
Meghalaya,2018,south garo hills district,6955,10829332.326349242
Meghalaya,2018,south west garo hills district,9255,11565682.765553767
Meghalaya,2018,south west khasi hills district,3265,4486981.94032556
Meghalaya,2018,west garo hills district,65222,113047713.81599696
Meghalaya,2018,west jaintia hills district,13296,17260052.16142074
Meghalaya,2018,west khasi hills district,5870,10440338.519407738
Meghalaya,2019,east garo hills district,21236,32939578.25620368
Meghalaya,2019,east jaintia hills district,106558,201338306.9984346
Meghalaya,2019,east khasi hills district,575233,1233833386.8009696
Meghalaya,2019,north garo hills district,22398,26843917.501623765
Meghalaya,2019,ribhoi district,134037,282040849.9990809
Meghalaya,2019,south garo hills district,17982,32311443.04562662
Meghalaya,2019,south west garo hills district,22088,32938940.22477483
Meghalaya,2019,south west khasi hills district,7181,11401556.256915187
Meghalaya,2019,west garo hills district,158953,323704566.1163796
Meghalaya,2019,west jaintia hills district,31334,44726969.063410595
Meghalaya,2019,west khasi hills district,16558,24544010.9410467
Meghalaya,2020,east garo hills district,72483,106683524.44907117
Meghalaya,2020,east jaintia hills district,204525,417753997.8716958
Meghalaya,2020,east khasi hills district,1113401,2730969200.83821
Meghalaya,2020,north garo hills district,69006,89033804.57173581
Meghalaya,2020,ribhoi district,267709,580270490.3021016
Meghalaya,2020,south garo hills district,66075,88356193.02629282
Meghalaya,2020,south west garo hills district,74957,117590774.48122884
Meghalaya,2020,south west khasi hills district,22740,37265208.65864613
Meghalaya,2020,west garo hills district,439704,920883262.1139818
Meghalaya,2020,west jaintia hills district,102714,139376217.79902473
Meghalaya,2020,west khasi hills district,55951,86988894.71623135
Meghalaya,2021,east garo hills district,110302,217186219.11053976
Meghalaya,2021,east jaintia hills district,401619,1037019119.2438996
Meghalaya,2021,east khasi hills district,1786249,4825780924.219221
Meghalaya,2021,north garo hills district,113233,220352669.09135413
Meghalaya,2021,ribhoi district,555806,1364838741.622325
Meghalaya,2021,south garo hills district,93315,233251015.23592585
Meghalaya,2021,south west garo hills district,106897,224777831.01251897
Meghalaya,2021,south west khasi hills district,34105,105138258.31938726
Meghalaya,2021,west garo hills district,776726,2105016056.681107
Meghalaya,2021,west jaintia hills district,135891,277724665.7932568
Meghalaya,2021,west khasi hills district,81021,255812884.2650272
Meghalaya,2022,east garo hills district,195520,447135816.17126685
Meghalaya,2022,east jaintia hills district,856438,2330850696.5745945
Meghalaya,2022,east khasi hills district,6716805,14943121788.661144
Meghalaya,2022,north garo hills district,194871,418347797.2101733
Meghalaya,2022,ribhoi district,1411200,3060731500.7399216
Meghalaya,2022,south garo hills district,160191,481409368.9177207
Meghalaya,2022,south west garo hills district,190779,488656355.3405289
Meghalaya,2022,south west khasi hills district,57892,221404254.30609784
Meghalaya,2022,west garo hills district,1838939,4991147895.552058
Meghalaya,2022,west jaintia hills district,249767,679234280.0649548
Meghalaya,2022,west khasi hills district,138610,481631953.1484246
Meghalaya,2023,east garo hills district,367469,755404113.0
Meghalaya,2023,east jaintia hills district,1822318,4238448613.0
Meghalaya,2023,east khasi hills district,4729921,9625876740.0
Meghalaya,2023,north garo hills district,356632,665406506.0
Meghalaya,2023,ribhoi district,2581698,4626993617.0
Meghalaya,2023,south garo hills district,301356,749209940.0
Meghalaya,2023,south west garo hills district,410792,939261203.0
Meghalaya,2023,south west khasi hills district,103083,342030773.0
Meghalaya,2023,west garo hills district,3934914,8899934137.0
Meghalaya,2023,west jaintia hills district,436412,1126251709.0
Meghalaya,2023,west khasi hills district,227164,607162830.0
Mizoram,2018,aizawl district,84386,263048176.27698237
Mizoram,2018,champhai district,4112,13537307.940379802
Mizoram,2018,kolasib district,10881,29455481.430419352
Mizoram,2018,lawngtlai district,4934,11207394.279468691
Mizoram,2018,lunglei district,15918,42222194.26686882
Mizoram,2018,mamit district,9361,33754582.44416146
Mizoram,2018,saiha district,3687,21092114.35463506
Mizoram,2018,serchhip district,6891,21445965.19552953
Mizoram,2019,aizawl district,209193,650620598.2014847
Mizoram,2019,champhai district,12310,44690869.63471592
Mizoram,2019,kolasib district,28695,74163947.25083575
Mizoram,2019,lawngtlai district,22417,61778978.45265244
Mizoram,2019,lunglei district,45660,131137855.76358417
Mizoram,2019,mamit district,25211,62165443.264424935
Mizoram,2019,saiha district,9665,40877255.83488484
Mizoram,2019,serchhip district,16159,48225905.715664305
Mizoram,2020,aizawl district,474465,1399417260.8786786
