State_Name,Year,District,Total_Count,Amount
Bihar,2019,darbhanga district,3353507,7750758261.210193
Bihar,2019,gaya district,4848181,7588014391.247533
Bihar,2019,gopalganj district,1998947,4493750917.966056
Bihar,2019,jamui district,1228761,2520410217.423386
Bihar,2019,jehanabad district,1049966,1526198106.2630606
Bihar,2019,kaimur bhabua district,1078244,1997522584.9299228
Bihar,2019,katihar district,2423962,5482884723.185505
Bihar,2019,khagaria district,1050337,2155702447.3020234
Bihar,2019,kishanganj district,837557,2471995467.0789976
Bihar,2019,lakhisarai district,733463,1311014243.0768974
Bihar,2019,madhepura district,1195387,3136766457.9086766
Bihar,2019,madhubani district,3186481,7744361799.417885
Bihar,2019,munger district,1107744,1913884341.615009
Bihar,2019,muzaffarpur district,5950126,11916951205.820229
Bihar,2019,nalanda district,3818164,5407708896.395954
Bihar,2019,nawada district,1627041,3298152646.6570845
Bihar,2019,pashchim champaran district,3618849,7971712744.576723
Bihar,2019,patna district,51956124,104179316652.3332
Bihar,2019,purbi champaran district,4468397,9788454137.909132
Bihar,2019,purnia district,2137939,5107917440.107974
Bihar,2019,rohtas district,3305758,5347993808.223024
Bihar,2019,saharsa district,1494901,3550948019.8699183
Bihar,2019,samastipur district,3174321,6407289869.120962
Bihar,2019,saran district,3157641,6452573633.146608
Bihar,2019,sheikhpura district,359800,654586595.6766943
Bihar,2019,sheohar district,375800,768579125.5308464
Bihar,2019,sitamarhi district,2177069,4635989083.883553
Bihar,2019,siwan district,2560124,5441358601.207117
Bihar,2019,supaul district,1275417,2901508409.210003
Bihar,2019,vaishali district,3383449,6536463101.230727
Bihar,2020,araria district,4011155,11654240888.276085
Bihar,2020,arwal district,1256826,2606179589.7198544
Bihar,2020,aurangabad district,5357513,12116523712.573301
Bihar,2020,banka district,1982782,3796981287.2668076
Bihar,2020,begusarai district,5054579,11261359459.936325
Bihar,2020,bhagalpur district,7986044,19716313548.452267
Bihar,2020,bhojpur district,4648020,10747193577.67747
Bihar,2020,buxar district,2536659,5856044000.536863
Bihar,2020,darbhanga district,8578290,20941327909.10858
Bihar,2020,gaya district,9702020,20544752091.857418
Bihar,2020,gopalganj district,5575841,13132136031.974583
Bihar,2020,jamui district,2758554,6095288438.952557
Bihar,2020,jehanabad district,2065928,4238514255.1001034
Bihar,2020,kaimur bhabua district,2334463,5509225539.061975
Bihar,2020,katihar district,5920871,14837900504.940514
Bihar,2020,khagaria district,2794184,7216551161.436733
Bihar,2020,kishanganj district,2421614,7221866067.32736
Bihar,2020,lakhisarai district,1707145,3834094271.149296
Bihar,2020,madhepura district,3170700,9104160311.983116
Bihar,2020,madhubani district,8792399,21334624983.1464
Bihar,2020,munger district,2574605,5305752575.276083
Bihar,2020,muzaffarpur district,13102952,31169203715.444187
Bihar,2020,nalanda district,6170263,13227152587.503826
Bihar,2020,nawada district,3699230,8588533780.081663
Bihar,2020,pashchim champaran district,8925680,21932684332.391174
Bihar,2020,patna district,74528725,191044839833.8947
Bihar,2020,purbi champaran district,11339760,27897725017.540367
Bihar,2020,purnia district,6246515,16182347487.393297
Bihar,2020,rohtas district,6208259,14889439418.92672
Bihar,2020,saharsa district,3753034,9567071621.40382
Bihar,2020,samastipur district,7601895,18410101153.996365
Bihar,2020,saran district,8039643,18602494815.123726
Bihar,2020,sheikhpura district,875679,2046061934.407705
Bihar,2020,sheohar district,943667,2326492333.170655
Bihar,2020,sitamarhi district,5205751,12922752055.685585
Bihar,2020,siwan district,7618417,17922944459.988724
Bihar,2020,supaul district,3503556,9214481973.393238
Bihar,2020,vaishali district,7570760,17282498678.282818
Bihar,2021,araria district,10492678,28091142050.617645
Bihar,2021,arwal district,2615519,5877940392.940937
Bihar,2021,aurangabad district,11724631,27725417374.9014
Bihar,2021,banka district,4248243,9472624344.047277
Bihar,2021,begusarai district,12588647,27373141215.83123
Bihar,2021,bhagalpur district,23545111,50777049880.46057
Bihar,2021,bhojpur district,9630129,23975314419.23605
Bihar,2021,buxar district,5336311,13719200394.960346
Bihar,2021,darbhanga district,21490343,49419540613.77252
Bihar,2021,gaya district,22159542,49604900213.941574
Bihar,2021,gopalganj district,13578757,31160790620.277332
Bihar,2021,jamui district,6433382,15077359678.365465
Bihar,2021,jehanabad district,4629039,11364372093.376602
Bihar,2021,kaimur bhabua district,4791754,12187931642.225918
Bihar,2021,katihar district,14363245,35873380234.596924
Bihar,2021,khagaria district,6547407,16838940571.992424
Bihar,2021,kishanganj district,5845922,17713053453.29377
Bihar,2021,lakhisarai district,3666387,8665919433.98394
Bihar,2021,madhepura district,7624393,21275653444.56788
Bihar,2021,madhubani district,20297996,47310387289.83842
Bihar,2021,munger district,5873796,12893243575.30244
Bihar,2021,muzaffarpur district,32044419,74474124451.01384
Bihar,2021,nalanda district,12829985,29302000436.835094
Bihar,2021,nawada district,8189638,20527344209.25498
Bihar,2021,pashchim champaran district,21274827,48621962208.96042
Bihar,2021,patna district,241524620,475606233394.32446
Bihar,2021,purbi champaran district,28187601,67624093718.92755
Bihar,2021,purnia district,17671817,42763996377.323425
Bihar,2021,rohtas district,13229856,33265167274.988388
Bihar,2021,saharsa district,8858061,21398058554.522984
Bihar,2021,samastipur district,17858703,41537015217.155266
Bihar,2021,saran district,18937393,44033854313.16023
Bihar,2021,sheikhpura district,1809385,4670074368.499277
Bihar,2021,sheohar district,2244631,6000296762.499914
Bihar,2021,sitamarhi district,11817142,30385696800.395752
Bihar,2021,siwan district,23902389,53231612675.38533
Bihar,2021,supaul district,8460134,22596865718.05903
Bihar,2021,vaishali district,17010324,39552580493.1443
Bihar,2022,araria district,24823208,54654228713.78097
Bihar,2022,arwal district,5266281,11038517817.979996
Bihar,2022,aurangabad district,24280686,51858521603.52429
Bihar,2022,banka district,11883649,23190966123.02539
Bihar,2022,begusarai district,28081739,54698955459.19557
Bihar,2022,bhagalpur district,40919750,80876795571.9207
Bihar,2022,bhojpur district,19666712,45070187312.91707
Bihar,2022,buxar district,11736101,27483584672.04552
Bihar,2022,darbhanga district,41797002,84293275646.4558
Bihar,2022,gaya district,45287741,97901592948.12434
Bihar,2022,gopalganj district,28953201,57088872366.2755
Bihar,2022,jamui district,14982421,30538877569.936214
Bihar,2022,jehanabad district,9392653,19666968556.604687
Bihar,2022,kaimur bhabua district,9719716,23697323132.207798
Bihar,2022,katihar district,32280008,64840574316.195114
Bihar,2022,khagaria district,13311755,30055996233.69363
Bihar,2022,kishanganj district,14275856,35836894895.856
Bihar,2022,lakhisarai district,7350608,15749744176.569206
Bihar,2022,madhepura district,16771434,38046271730.66295
Bihar,2022,madhubani district,40624108,83553666269.90201
Bihar,2022,munger district,11550015,22975353143.62034
Bihar,2022,muzaffarpur district,64939338,136261569912.89153
Bihar,2022,nalanda district,25132845,53174106706.55769
Bihar,2022,nawada district,16955828,39524061350.373344
Bihar,2022,pashchim champaran district,45434727,89153787335.3882
Bihar,2022,patna district,617072079,1037941876399.774
Bihar,2022,purbi champaran district,60457561,124283490783.10712
Bihar,2022,purnia district,37618381,77836593827.39279
Bihar,2022,rohtas district,27185979,63796576494.100845
Bihar,2022,saharsa district,19621587,40038066942.389595
Bihar,2022,samastipur district,41905361,84140756429.78531
Bihar,2022,saran district,41499866,85558690891.62888
Bihar,2022,sheikhpura district,4134522,9655182323.03617
Bihar,2022,sheohar district,4882517,11400366469.71668
Bihar,2022,sitamarhi district,35309209,72502620258.61519
Bihar,2022,siwan district,46041981,92905153376.25537
Bihar,2022,supaul district,19836135,43177655180.93045
Bihar,2022,vaishali district,38004937,78864063987.59723
Bihar,2023,araria district,50384516,89749675736.0
Bihar,2023,arwal district,8828113,15812188246.0
Bihar,2023,aurangabad district,44804332,79803523343.0
Bihar,2023,banka district,20314715,34193290520.0
Bihar,2023,begusarai district,49398588,82547675569.0
Bihar,2023,bhagalpur district,58625818,97278110989.0
Bihar,2023,bhojpur district,36937959,71185053454.0
Bihar,2023,buxar district,20953300,41722020261.0
Bihar,2023,darbhanga district,69513069,122049820498.0
Bihar,2023,gaya district,82864218,151091550692.0
Bihar,2023,gopalganj district,51098987,85319548890.0
Bihar,2023,jamui district,26909010,46072175054.0
Bihar,2023,jehanabad district,16402543,28223902949.0
Bihar,2023,kaimur bhabua district,19364661,38066169860.0
Bihar,2023,katihar district,62144311,106403515245.0
Bihar,2023,khagaria district,24970447,48191725257.0
Bihar,2023,kishanganj district,28437278,58900199555.0
Bihar,2023,lakhisarai district,13715623,24660519791.0
Bihar,2023,madhepura district,33681754,63013918867.0
Bihar,2023,madhubani district,70088965,125007909008.0
Bihar,2023,munger district,20363154,34083491678.0
Bihar,2023,muzaffarpur district,105666656,186854399695.0
Bihar,2023,nalanda district,41273609,77951676077.0
Bihar,2023,nawada district,30721022,59568043427.0
Bihar,2023,pashchim champaran district,85458390,140584520502.0
Bihar,2023,patna district,254145913,375513073448.0
Bihar,2023,purbi champaran district,117726140,198974820487.0
Bihar,2023,purnia district,68664178,118507249701.0
Bihar,2023,rohtas district,48920134,97366093604.0
Bihar,2023,saharsa district,36899850,63852138590.0
Bihar,2023,samastipur district,68022720,118504901719.0
Bihar,2023,saran district,68346625,118837793938.0
Bihar,2023,sheikhpura district,7223544,14557177880.0
Bihar,2023,sheohar district,9400198,17512842463.0
Bihar,2023,sitamarhi district,47761588,87941432504.0
Bihar,2023,siwan district,63835295,111126788795.0
Bihar,2023,supaul district,39744777,70535101887.0
Bihar,2023,vaishali district,62391040,111913028521.0
Chandigarh,2018,chandigarh district,2383031,4976604721.92664
Chandigarh,2019,chandigarh district,5884404,12511344054.98868
Chandigarh,2020,chandigarh district,8861323,20210041054.420696
Chandigarh,2021,chandigarh district,22936065,42203561314.79385
Chandigarh,2022,chandigarh district,50755993,80898004012.55627
Chandigarh,2023,chandigarh district,34421457,42666086455.0
Chhattisgarh,2018,balod district,260922,331356818.147054
Chhattisgarh,2018,baloda bazar district,472479,689939709.4088005
Chhattisgarh,2018,balrampur district,226839,551963139.6508243
Chhattisgarh,2018,bastar district,303522,539234283.1636925
Chhattisgarh,2018,bemetara district,276124,387662485.81525314
Chhattisgarh,2018,bijapur district,80822,171931599.9453866
Chhattisgarh,2018,bilaspur district,1193132,1722888892.9619055
Chhattisgarh,2018,dantewada district,107878,222390458.60532942
Chhattisgarh,2018,dhamtari district,296901,395082360.1327932
Chhattisgarh,2018,durg district,1456431,2355888415.283334
Chhattisgarh,2018,gariyaband district,246486,363001961.46038824
Chhattisgarh,2018,janjgir champa district,1835600,2574772285.1547775
Chhattisgarh,2018,jashpur district,258140,410041196.40137625
Chhattisgarh,2018,kabirdham district,229177,282372473.1674854
Chhattisgarh,2018,kanker district,234262,392660843.4808191
Chhattisgarh,2018,kondagaon district,159429,265251071.8650009
Chhattisgarh,2018,korba district,686975,1084204577.1832733
Chhattisgarh,2018,korea district,296204,527992071.57605726
Chhattisgarh,2018,mahasamund district,462000,690728802.9197512
Chhattisgarh,2018,mungeli district,173905,218184268.46153086
Chhattisgarh,2018,narayanpur district,38735,61886317.04100183
Chhattisgarh,2018,raigarh district,958878,1429201428.9402468
Chhattisgarh,2018,raipur district,2345436,4292389350.2201543
Chhattisgarh,2018,rajnandgaon district,550127,819986621.1415479
Chhattisgarh,2018,sukma district,54819,124716002.53728223
Chhattisgarh,2018,surajpur district,268212,415790416.3905134
Chhattisgarh,2018,surguja district,459683,810527887.7605718
Chhattisgarh,2019,balod district,622903,973532271.3162545
Chhattisgarh,2019,baloda bazar district,1125298,1937228554.1751676
Chhattisgarh,2019,balrampur district,587633,1496658836.8452075
Chhattisgarh,2019,bastar district,840560,1670442517.877173
Chhattisgarh,2019,bemetara district,547809,906198381.7230155
Chhattisgarh,2019,bijapur district,314595,714893715.539317
Chhattisgarh,2019,bilaspur district,3971015,6341263378.7886095
Chhattisgarh,2019,dantewada district,347477,774441069.9352955
Chhattisgarh,2019,dhamtari district,662367,1065305435.3007393
Chhattisgarh,2019,durg district,7207692,10165433992.909452
Chhattisgarh,2019,gariyaband district,447268,806139458.3676854
Chhattisgarh,2019,janjgir champa district,2998455,4451903879.721484
Chhattisgarh,2019,jashpur district,574295,1096251863.782988
Chhattisgarh,2019,kabirdham district,561375,855454667.9056604
Chhattisgarh,2019,kanker district,668928,1331114605.2529411
Chhattisgarh,2019,kondagaon district,367041,692816079.8536426
Chhattisgarh,2019,korba district,1709813,2952662097.0437593
Chhattisgarh,2019,korea district,729132,1346284542.2406735
Chhattisgarh,2019,mahasamund district,947636,1823944537.444182
Chhattisgarh,2019,mungeli district,373032,659303972.7307351
Chhattisgarh,2019,narayanpur district,138935,245115238.10023564
Chhattisgarh,2019,raigarh district,2197577,3816722596.8289566
Chhattisgarh,2019,raipur district,14537416,24257656275.830086
Chhattisgarh,2019,rajnandgaon district,1295528,2139664161.0029602
Chhattisgarh,2019,sukma district,247686,586678649.6303366
Chhattisgarh,2019,surajpur district,668484,1204966185.13169
Chhattisgarh,2019,surguja district,1136533,2181883013.538821
Chhattisgarh,2020,balod district,1767164,2752483019.785753
Chhattisgarh,2020,baloda bazar district,2941967,4914379350.837396
Chhattisgarh,2020,balrampur district,1635244,3756507698.9819036
Chhattisgarh,2020,bastar district,2041523,4182937504.533412
Chhattisgarh,2020,bemetara district,1467468,2275884552.1733117
Chhattisgarh,2020,bijapur district,831621,1961985468.434582
Chhattisgarh,2020,bilaspur district,7527449,12519203181.935963
Chhattisgarh,2020,dantewada district,871537,1988556760.8504517
