State_Name,Year,District,Total_Count
Tamil Nadu,2021,sivaganga district,815644
Tamil Nadu,2021,tenkasi district,693128
Tamil Nadu,2021,thanjavur district,1519078
Tamil Nadu,2021,the nilgiris district,591761
Tamil Nadu,2021,theni district,834709
Tamil Nadu,2021,thiruvallur district,6754593
Tamil Nadu,2021,thiruvarur district,578955
Tamil Nadu,2021,thoothukkudi district,1112841
Tamil Nadu,2021,tiruchirappalli district,2349356
Tamil Nadu,2021,tirunelveli district,1154447
Tamil Nadu,2021,tirupathur district,1080251
Tamil Nadu,2021,tiruppur district,3446669
Tamil Nadu,2021,tiruvannamalai district,1654208
Tamil Nadu,2021,vellore district,1539450
Tamil Nadu,2021,viluppuram district,1287164
Tamil Nadu,2021,virudhunagar district,1173829
Tamil Nadu,2022,ariyalur district,580139
Tamil Nadu,2022,chengalpattu district,6993734
Tamil Nadu,2022,chennai district,10296792
Tamil Nadu,2022,coimbatore district,7286192
Tamil Nadu,2022,cuddalore district,2282222
Tamil Nadu,2022,dharmapuri district,1753228
Tamil Nadu,2022,dindigul district,1902730
Tamil Nadu,2022,erode district,2549548
Tamil Nadu,2022,kallakkurichi district,1328613
Tamil Nadu,2022,kancheepuram district,5010044
Tamil Nadu,2022,kanniyakumari district,1603896
Tamil Nadu,2022,karur district,963331
Tamil Nadu,2022,krishnagiri district,3359790
Tamil Nadu,2022,madurai district,3549608
Tamil Nadu,2022,nagapattinam district,979578
Tamil Nadu,2022,namakkal district,1727265
Tamil Nadu,2022,perambalur district,486564
Tamil Nadu,2022,pudukkottai district,1023766
Tamil Nadu,2022,ramanathapuram district,909242
Tamil Nadu,2022,ranipet district,1407748
Tamil Nadu,2022,salem district,3916389
Tamil Nadu,2022,sivaganga district,1041333
Tamil Nadu,2022,tenkasi district,881975
Tamil Nadu,2022,thanjavur district,1926135
Tamil Nadu,2022,the nilgiris district,747103
Tamil Nadu,2022,theni district,1062291
Tamil Nadu,2022,thiruvallur district,8519999
Tamil Nadu,2022,thiruvarur district,736901
Tamil Nadu,2022,thoothukkudi district,1415253
Tamil Nadu,2022,tiruchirappalli district,2976382
Tamil Nadu,2022,tirunelveli district,1462973
Tamil Nadu,2022,tirupathur district,1373071
Tamil Nadu,2022,tiruppur district,4396164
Tamil Nadu,2022,tiruvannamalai district,2116696
Tamil Nadu,2022,vellore district,1945917
Tamil Nadu,2022,viluppuram district,1641371
Tamil Nadu,2022,virudhunagar district,1498833
Tamil Nadu,2023,ariyalur district,509060
Tamil Nadu,2023,chengalpattu district,6100142
Tamil Nadu,2023,chennai district,8972299
Tamil Nadu,2023,coimbatore district,6361067
Tamil Nadu,2023,cuddalore district,2002437
Tamil Nadu,2023,dharmapuri district,1543430
Tamil Nadu,2023,dindigul district,1667203
Tamil Nadu,2023,erode district,2233771
Tamil Nadu,2023,kallakkurichi district,1170219
Tamil Nadu,2023,kancheepuram district,4389351
Tamil Nadu,2023,kanniyakumari district,1403368
Tamil Nadu,2023,karur district,844847
Tamil Nadu,2023,krishnagiri district,2950651
Tamil Nadu,2023,madurai district,3108976
Tamil Nadu,2023,nagapattinam district,856966
Tamil Nadu,2023,namakkal district,1514514
Tamil Nadu,2023,perambalur district,425795
Tamil Nadu,2023,pudukkottai district,895122
Tamil Nadu,2023,ramanathapuram district,795519
Tamil Nadu,2023,ranipet district,1234984
Tamil Nadu,2023,salem district,3436054
Tamil Nadu,2023,sivaganga district,910861
Tamil Nadu,2023,tenkasi district,772858
Tamil Nadu,2023,thanjavur district,1684750
Tamil Nadu,2023,the nilgiris district,650913
Tamil Nadu,2023,theni district,932408
Tamil Nadu,2023,thiruvallur district,7461417
Tamil Nadu,2023,thiruvarur district,644007
Tamil Nadu,2023,thoothukkudi district,1237945
Tamil Nadu,2023,tiruchirappalli district,2605703
Tamil Nadu,2023,tirunelveli district,1279026
Tamil Nadu,2023,tirupathur district,1206236
Tamil Nadu,2023,tiruppur district,3869720
Tamil Nadu,2023,tiruvannamalai district,1860604
Tamil Nadu,2023,vellore district,1704554
Tamil Nadu,2023,viluppuram district,1441165
Tamil Nadu,2023,virudhunagar district,1315756
Telangana,2018,adilabad district,124253
Telangana,2018,bhadradri kothagudem district,346248
Telangana,2018,hyderabad district,3858771
Telangana,2018,jagtial district,287049
Telangana,2018,jangaon district,178828
Telangana,2018,jaya shankar bhalupally district,129517
Telangana,2018,jogulamba gadwal district,132097
Telangana,2018,kamareddy district,226145
Telangana,2018,karimnagar district,557312
Telangana,2018,khammam district,500140
Telangana,2018,kumuram bheem asifabad district,85037
Telangana,2018,mahabubabad district,194013
Telangana,2018,mahbubnagar district,275314
Telangana,2018,mancherial district,336709
Telangana,2018,medak district,179469
Telangana,2018,medchal malkajgiri district,3130804
Telangana,2018,mulugu district,65662
Telangana,2018,nagarkurnool district,208086
Telangana,2018,nalgonda district,500852
Telangana,2018,narayanpet district,89521
Telangana,2018,nirmal district,151778
Telangana,2018,nizamabad district,449008
Telangana,2018,peddapalle district,380007
Telangana,2018,rajanna sircilla district,186867
Telangana,2018,rangareddy district,3620984
Telangana,2018,sangareddy district,827320
Telangana,2018,siddipet district,360260
Telangana,2018,suryapet district,314620
Telangana,2018,vikarabad district,186403
Telangana,2018,wanaparthy district,128592
Telangana,2018,warangal rural district,212062
Telangana,2018,warangal urban district,754519
Telangana,2018,yadadri bhuvanagiri district,265608
Telangana,2019,adilabad district,261476
Telangana,2019,bhadradri kothagudem district,710616
Telangana,2019,hyderabad district,7850938
Telangana,2019,jagtial district,557559
Telangana,2019,jangaon district,371251
Telangana,2019,jaya shankar bhalupally district,255600
Telangana,2019,jogulamba gadwal district,286983
Telangana,2019,kamareddy district,479017
Telangana,2019,karimnagar district,1045737
Telangana,2019,khammam district,1020389
Telangana,2019,kumuram bheem asifabad district,181451
Telangana,2019,mahabubabad district,398662
Telangana,2019,mahbubnagar district,584385
Telangana,2019,mancherial district,625549
Telangana,2019,medak district,391625
Telangana,2019,medchal malkajgiri district,5995563
Telangana,2019,mulugu district,137623
Telangana,2019,nagarkurnool district,476119
Telangana,2019,nalgonda district,1041828
Telangana,2019,narayanpet district,201949
Telangana,2019,nirmal district,309823
Telangana,2019,nizamabad district,937792
Telangana,2019,peddapalle district,693213
Telangana,2019,rajanna sircilla district,363104
Telangana,2019,rangareddy district,6949630
Telangana,2019,sangareddy district,1677197
Telangana,2019,siddipet district,745255
Telangana,2019,suryapet district,644124
Telangana,2019,vikarabad district,420815
Telangana,2019,wanaparthy district,279714
Telangana,2019,warangal rural district,422746
Telangana,2019,warangal urban district,1448183
Telangana,2019,yadadri bhuvanagiri district,554764
Telangana,2020,adilabad district,435387
Telangana,2020,bhadradri kothagudem district,1135382
Telangana,2020,hyderabad district,11155727
Telangana,2020,jagtial district,883799
Telangana,2020,jangaon district,570063
Telangana,2020,jaya shankar bhalupally district,386278
Telangana,2020,jogulamba gadwal district,477822
Telangana,2020,kamareddy district,768805
Telangana,2020,karimnagar district,1519633
Telangana,2020,khammam district,1604031
Telangana,2020,kumuram bheem asifabad district,300827
Telangana,2020,mahabubabad district,628212
Telangana,2020,mahbubnagar district,931659
Telangana,2020,mancherial district,930454
Telangana,2020,medak district,613946
Telangana,2020,medchal malkajgiri district,8203214
Telangana,2020,mulugu district,225409
Telangana,2020,nagarkurnool district,782637
Telangana,2020,nalgonda district,1658423
Telangana,2020,narayanpet district,337066
Telangana,2020,nirmal district,507900
Telangana,2020,nizamabad district,1538644
Telangana,2020,peddapalle district,998505
Telangana,2020,rajanna sircilla district,557070
Telangana,2020,rangareddy district,9681144
Telangana,2020,sangareddy district,2497031
Telangana,2020,siddipet district,1129742
Telangana,2020,suryapet district,1023970
Telangana,2020,vikarabad district,706380
Telangana,2020,wanaparthy district,449780
Telangana,2020,warangal rural district,642912
Telangana,2020,warangal urban district,2067448
Telangana,2020,yadadri bhuvanagiri district,854430
Telangana,2021,adilabad district,620056
Telangana,2021,bhadradri kothagudem district,1582147
Telangana,2021,hyderabad district,14898698
Telangana,2021,jagtial district,1226965
Telangana,2021,jangaon district,783638
Telangana,2021,jaya shankar bhalupally district,527500
Telangana,2021,jogulamba gadwal district,674678
Telangana,2021,kamareddy district,1070973
Telangana,2021,karimnagar district,2034010
Telangana,2021,khammam district,2215368
Telangana,2021,kumuram bheem asifabad district,432212
Telangana,2021,mahabubabad district,872909
Telangana,2021,mahbubnagar district,1288720
Telangana,2021,mancherial district,1268406
Telangana,2021,medak district,850624
Telangana,2021,medchal malkajgiri district,10821859
Telangana,2021,mulugu district,318438
Telangana,2021,nagarkurnool district,1098118
Telangana,2021,nalgonda district,2312102
Telangana,2021,narayanpet district,477556
Telangana,2021,nirmal district,719380
Telangana,2021,nizamabad district,2153819
Telangana,2021,peddapalle district,1340749
Telangana,2021,rajanna sircilla district,765334
Telangana,2021,rangareddy district,12839010
Telangana,2021,sangareddy district,3409615
Telangana,2021,siddipet district,1539826
Telangana,2021,suryapet district,1428033
Telangana,2021,vikarabad district,993948
Telangana,2021,wanaparthy district,624967
Telangana,2021,warangal rural district,880262
Telangana,2021,warangal urban district,2743743
Telangana,2021,yadadri bhuvanagiri district,1175213
Telangana,2022,adilabad district,790501
Telangana,2022,bhadradri kothagudem district,2015986
Telangana,2022,hyderabad district,18527866
Telangana,2022,jagtial district,1549861
Telangana,2022,jangaon district,998973
Telangana,2022,jaya shankar bhalupally district,674868
Telangana,2022,jogulamba gadwal district,864977
Telangana,2022,kamareddy district,1364688
Telangana,2022,karimnagar district,2560725
Telangana,2022,khammam district,2813560
Telangana,2022,kumuram bheem asifabad district,556008
Telangana,2022,mahabubabad district,1117346
Telangana,2022,mahbubnagar district,1630801
Telangana,2022,mancherial district,1611223
Telangana,2022,medak district,1086344
Telangana,2022,medchal malkajgiri district,13528096
Telangana,2022,mulugu district,409955
Telangana,2022,nagarkurnool district,1404299
Telangana,2022,nalgonda district,2953730
Telangana,2022,narayanpet district,612635
Telangana,2022,nirmal district,917282
Telangana,2022,nizamabad district,2717406
Telangana,2022,peddapalle district,1699371
Telangana,2022,rajanna sircilla district,965968
Telangana,2022,rangareddy district,16035862
Telangana,2022,sangareddy district,4315531
Telangana,2022,siddipet district,1956184
Telangana,2022,suryapet district,1823748
Telangana,2022,vikarabad district,1267288
Telangana,2022,wanaparthy district,796476
Telangana,2022,warangal rural district,1122629
Telangana,2022,warangal urban district,3440773
Telangana,2022,yadadri bhuvanagiri district,1496507
Telangana,2023,adilabad district,694874
Telangana,2023,bhadradri kothagudem district,1774923
Telangana,2023,hyderabad district,16070278
Telangana,2023,jagtial district,1358651
Telangana,2023,jangaon district,877935
Telangana,2023,jaya shankar bhalupally district,595622
Telangana,2023,jogulamba gadwal district,762540
Telangana,2023,kamareddy district,1201365
Telangana,2023,karimnagar district,2239669
Telangana,2023,khammam district,2470588
Telangana,2023,kumuram bheem asifabad district,490848
Telangana,2023,mahabubabad district,985999
Telangana,2023,mahbubnagar district,1429186
Telangana,2023,mancherial district,1417936
Telangana,2023,medak district,955902
Telangana,2023,medchal malkajgiri district,11770449
Telangana,2023,mulugu district,362133
Telangana,2023,nagarkurnool district,1235669
Telangana,2023,nalgonda district,2599181
Telangana,2023,narayanpet district,540113
Telangana,2023,nirmal district,806279
Telangana,2023,nizamabad district,2378100
Telangana,2023,peddapalle district,1493054
Telangana,2023,rajanna sircilla district,847131
Telangana,2023,rangareddy district,13931168
Telangana,2023,sangareddy district,3782745
Telangana,2023,siddipet district,1716091
Telangana,2023,suryapet district,1606341
Telangana,2023,vikarabad district,1112698
Telangana,2023,wanaparthy district,700399
Telangana,2023,warangal rural district,989265
Telangana,2023,warangal urban district,3004297
Telangana,2023,yadadri bhuvanagiri district,1314131
Tripura,2018,dhalai district,27913
Tripura,2018,gomati district,35192
Tripura,2018,khowai district,23995
Tripura,2018,north tripura district,34055
Tripura,2018,sepahijala district,37657
Tripura,2018,south tripura district,42141
Tripura,2018,unakoti district,19045
Tripura,2018,west tripura district,188667
Tripura,2019,dhalai district,67861
Tripura,2019,gomati district,81689
Tripura,2019,khowai district,56761
Tripura,2019,north tripura district,83716
Tripura,2019,sepahijala district,91413
Tripura,2019,south tripura district,99853
Tripura,2019,unakoti district,45329
Tripura,2019,west tripura district,392030
Tripura,2020,dhalai district,110576
Tripura,2020,gomati district,128213
Tripura,2020,khowai district,88586
Tripura,2020,north tripura district,139669
Tripura,2020,sepahijala district,149088
Tripura,2020,south tripura district,153934
Tripura,2020,unakoti district,75525
Tripura,2020,west tripura district,576878
Tripura,2021,dhalai district,156591
Tripura,2021,gomati district,179408
Tripura,2021,khowai district,122946
Tripura,2021,north tripura district,197773
Tripura,2021,sepahijala district,211146
Tripura,2021,south tripura district,211132
Tripura,2021,unakoti district,107068
Tripura,2021,west tripura district,781946
Tripura,2022,dhalai district,202458
Tripura,2022,gomati district,231487
Tripura,2022,khowai district,158523
Tripura,2022,north tripura district,254638
Tripura,2022,sepahijala district,273003
Tripura,2022,south tripura district,272466
Tripura,2022,unakoti district,139139
Tripura,2022,west tripura district,994076
Tripura,2023,dhalai district,178999
Tripura,2023,gomati district,204642
Tripura,2023,khowai district,139741
Tripura,2023,north tripura district,224535
Tripura,2023,sepahijala district,241987
Tripura,2023,south tripura district,240592
Tripura,2023,unakoti district,123044
Tripura,2023,west tripura district,875046
Uttar Pradesh,2018,agra district,933887
Uttar Pradesh,2018,aligarh district,526985
Uttar Pradesh,2018,ambedkar nagar district,241167
Uttar Pradesh,2018,amethi district,186015
Uttar Pradesh,2018,amroha district,176243
Uttar Pradesh,2018,auraiya district,143309
Uttar Pradesh,2018,ayodhya district,325552
Uttar Pradesh,2018,azamgarh district,462421
Uttar Pradesh,2018,baghpat district,178615
Uttar Pradesh,2018,bahraich district,155687
Uttar Pradesh,2018,ballia district,394260
Uttar Pradesh,2018,balrampur district,96071
Uttar Pradesh,2018,banda district,120459
Uttar Pradesh,2018,bara banki district,229641
Uttar Pradesh,2018,bareilly district,685848
Uttar Pradesh,2018,basti district,253203
Uttar Pradesh,2018,bhadohi district,186573
Uttar Pradesh,2018,bijnor district,334743
Uttar Pradesh,2018,budaun district,181799
Uttar Pradesh,2018,bulandshahr district,388323
Uttar Pradesh,2018,chandauli district,253849
Uttar Pradesh,2018,chitrakoot district,68679
Uttar Pradesh,2018,deoria district,395147
Uttar Pradesh,2018,etah district,136721
Uttar Pradesh,2018,etawah district,184228
Uttar Pradesh,2018,farrukhabad district,170355
Uttar Pradesh,2018,fatehpur district,168531
Uttar Pradesh,2018,firozabad district,263973
Uttar Pradesh,2018,gautam buddha nagar district,2713940
Uttar Pradesh,2018,ghaziabad district,2015702
Uttar Pradesh,2018,ghazipur district,424325
Uttar Pradesh,2018,gonda district,233334
Uttar Pradesh,2018,gorakhpur district,818065
Uttar Pradesh,2018,hamirpur district,108224
Uttar Pradesh,2018,hapur district,218791
Uttar Pradesh,2018,hardoi district,224566
Uttar Pradesh,2018,hathras district,161676
Uttar Pradesh,2018,jalaun district,201540
Uttar Pradesh,2018,jaunpur district,522927
Uttar Pradesh,2018,jhansi district,450805
Uttar Pradesh,2018,kannauj district,135228
Uttar Pradesh,2018,kanpur dehat district,123804
Uttar Pradesh,2018,kanpur nagar district,1277055
Uttar Pradesh,2018,kasganj district,104589
Uttar Pradesh,2018,kaushambi district,81989
Uttar Pradesh,2018,kheri district,335749
Uttar Pradesh,2018,kushinagar district,400791
Uttar Pradesh,2018,lalitpur district,126364
Uttar Pradesh,2018,lucknow district,2271811
Uttar Pradesh,2018,maharajganj district,258298
Uttar Pradesh,2018,mahoba district,81210
Uttar Pradesh,2018,mainpuri district,171098
Uttar Pradesh,2018,mathura district,451044
Uttar Pradesh,2018,mau district,240112
Uttar Pradesh,2018,meerut district,755651
Uttar Pradesh,2018,mirzapur district,267885
Uttar Pradesh,2018,moradabad district,356890
Uttar Pradesh,2018,muzaffarnagar district,350072
Uttar Pradesh,2018,pilibhit district,181107
Uttar Pradesh,2018,pratapgarh district,275744
Uttar Pradesh,2018,prayagraj district,1332073
Uttar Pradesh,2018,rae bareli district,220623
Uttar Pradesh,2018,rampur district,186657
Uttar Pradesh,2018,saharanpur district,460083
Uttar Pradesh,2018,sambhal district,141586
Uttar Pradesh,2018,sant kabeer nagar district,135585
Uttar Pradesh,2018,shahjahanpur district,247048
Uttar Pradesh,2018,shamli district,144613
Uttar Pradesh,2018,shravasti district,37258
Uttar Pradesh,2018,siddharthnagar district,165928
Uttar Pradesh,2018,sitapur district,290181
Uttar Pradesh,2018,sonbhadra district,268165
Uttar Pradesh,2018,sultanpur district,246996
Uttar Pradesh,2018,unnao district,220924
Uttar Pradesh,2018,varanasi district,1294861
Uttar Pradesh,2019,agra district,1977127
Uttar Pradesh,2019,aligarh district,1126735
Uttar Pradesh,2019,ambedkar nagar district,515141
Uttar Pradesh,2019,amethi district,399535
Uttar Pradesh,2019,amroha district,384242
Uttar Pradesh,2019,auraiya district,308541
Uttar Pradesh,2019,ayodhya district,659447
Uttar Pradesh,2019,azamgarh district,994925
Uttar Pradesh,2019,baghpat district,399874
Uttar Pradesh,2019,bahraich district,341409
Uttar Pradesh,2019,ballia district,839322
Uttar Pradesh,2019,balrampur district,225533
Uttar Pradesh,2019,banda district,252944
Uttar Pradesh,2019,bara banki district,475872
Uttar Pradesh,2019,bareilly district,1353354
Uttar Pradesh,2019,basti district,540124
Uttar Pradesh,2019,bhadohi district,392659
Uttar Pradesh,2019,bijnor district,714825
Uttar Pradesh,2019,budaun district,396695
Uttar Pradesh,2019,bulandshahr district,867034
Uttar Pradesh,2019,chandauli district,523993
Uttar Pradesh,2019,chitrakoot district,145971
Uttar Pradesh,2019,deoria district,847472
Uttar Pradesh,2019,etah district,324273
Uttar Pradesh,2019,etawah district,402337
Uttar Pradesh,2019,farrukhabad district,366843
Uttar Pradesh,2019,fatehpur district,357566
Uttar Pradesh,2019,firozabad district,602341
Uttar Pradesh,2019,gautam buddha nagar district,5380126
Uttar Pradesh,2019,ghaziabad district,4113113
Uttar Pradesh,2019,ghazipur district,900010
Uttar Pradesh,2019,gonda district,502608
Uttar Pradesh,2019,gorakhpur district,1641852
Uttar Pradesh,2019,hamirpur district,217585
Uttar Pradesh,2019,hapur district,489537
Uttar Pradesh,2019,hardoi district,482055
Uttar Pradesh,2019,hathras district,362051
Uttar Pradesh,2019,jalaun district,394803
Uttar Pradesh,2019,jaunpur district,1121667
Uttar Pradesh,2019,jhansi district,861725
Uttar Pradesh,2019,kannauj district,312694
Uttar Pradesh,2019,kanpur dehat district,280674
Uttar Pradesh,2019,kanpur nagar district,2470805
Uttar Pradesh,2019,kasganj district,239107
Uttar Pradesh,2019,kaushambi district,186413
Uttar Pradesh,2019,kheri district,688292
Uttar Pradesh,2019,kushinagar district,870850
Uttar Pradesh,2019,lalitpur district,254708
Uttar Pradesh,2019,lucknow district,4254191
Uttar Pradesh,2019,maharajganj district,567263
Uttar Pradesh,2019,mahoba district,163715
Uttar Pradesh,2019,mainpuri district,382592
Uttar Pradesh,2019,mathura district,1004694
Uttar Pradesh,2019,mau district,504473
Uttar Pradesh,2019,meerut district,1537346
Uttar Pradesh,2019,mirzapur district,563578
Uttar Pradesh,2019,moradabad district,746395
Uttar Pradesh,2019,muzaffarnagar district,734513
Uttar Pradesh,2019,pilibhit district,375400
Uttar Pradesh,2019,pratapgarh district,605481
Uttar Pradesh,2019,prayagraj district,2540553
Uttar Pradesh,2019,rae bareli district,453819
Uttar Pradesh,2019,rampur district,386338
Uttar Pradesh,2019,saharanpur district,974397
Uttar Pradesh,2019,sambhal district,303605
Uttar Pradesh,2019,sant kabeer nagar district,308131
Uttar Pradesh,2019,shahjahanpur district,501060
Uttar Pradesh,2019,shamli district,304569
Uttar Pradesh,2019,shravasti district,84030
Uttar Pradesh,2019,siddharthnagar district,377646
Uttar Pradesh,2019,sitapur district,631693
Uttar Pradesh,2019,sonbhadra district,506555
Uttar Pradesh,2019,sultanpur district,520501
Uttar Pradesh,2019,unnao district,475606
Uttar Pradesh,2019,varanasi district,2454206
Uttar Pradesh,2020,agra district,3137977
Uttar Pradesh,2020,aligarh district,1860885
Uttar Pradesh,2020,ambedkar nagar district,831767
Uttar Pradesh,2020,amethi district,663470
Uttar Pradesh,2020,amroha district,647916
Uttar Pradesh,2020,auraiya district,515388
Uttar Pradesh,2020,ayodhya district,1030882
Uttar Pradesh,2020,azamgarh district,1598349
Uttar Pradesh,2020,baghpat district,659198
Uttar Pradesh,2020,bahraich district,593495
Uttar Pradesh,2020,ballia district,1322944
Uttar Pradesh,2020,balrampur district,393333
Uttar Pradesh,2020,banda district,412965
Uttar Pradesh,2020,bara banki district,788918
Uttar Pradesh,2020,bareilly district,2130271
Uttar Pradesh,2020,basti district,879425
Uttar Pradesh,2020,bhadohi district,627494
Uttar Pradesh,2020,bijnor district,1194264
Uttar Pradesh,2020,budaun district,707413
Uttar Pradesh,2020,bulandshahr district,1449129
Uttar Pradesh,2020,chandauli district,828922
Uttar Pradesh,2020,chitrakoot district,241246
Uttar Pradesh,2020,deoria district,1353652
Uttar Pradesh,2020,etah district,573752
Uttar Pradesh,2020,etawah district,673648
Uttar Pradesh,2020,farrukhabad district,622862
Uttar Pradesh,2020,fatehpur district,606357
Uttar Pradesh,2020,firozabad district,1092138
Uttar Pradesh,2020,gautam buddha nagar district,7328042
Uttar Pradesh,2020,ghaziabad district,5861758
Uttar Pradesh,2020,ghazipur district,1420312
Uttar Pradesh,2020,gonda district,821388
Uttar Pradesh,2020,gorakhpur district,2524167
Uttar Pradesh,2020,hamirpur district,347948
Uttar Pradesh,2020,hapur district,791224
Uttar Pradesh,2020,hardoi district,838230
Uttar Pradesh,2020,hathras district,619488
Uttar Pradesh,2020,jalaun district,624178
Uttar Pradesh,2020,jaunpur district,1786087
Uttar Pradesh,2020,jhansi district,1302837
Uttar Pradesh,2020,kannauj district,534641
Uttar Pradesh,2020,kanpur dehat district,494718
Uttar Pradesh,2020,kanpur nagar district,3617985
Uttar Pradesh,2020,kasganj district,420610
Uttar Pradesh,2020,kaushambi district,335284
Uttar Pradesh,2020,kheri district,1171418
Uttar Pradesh,2020,kushinagar district,1396403
Uttar Pradesh,2020,lalitpur district,414538
Uttar Pradesh,2020,lucknow district,5999926
Uttar Pradesh,2020,maharajganj district,897983
Uttar Pradesh,2020,mahoba district,267701
Uttar Pradesh,2020,mainpuri district,665312
Uttar Pradesh,2020,mathura district,1701607
Uttar Pradesh,2020,mau district,804956
Uttar Pradesh,2020,meerut district,2387367
Uttar Pradesh,2020,mirzapur district,870586
Uttar Pradesh,2020,moradabad district,1248081
Uttar Pradesh,2020,muzaffarnagar district,1216792
Uttar Pradesh,2020,pilibhit district,631951
Uttar Pradesh,2020,pratapgarh district,1004331
Uttar Pradesh,2020,prayagraj district,3743433
Uttar Pradesh,2020,rae bareli district,724984
Uttar Pradesh,2020,rampur district,657083
Uttar Pradesh,2020,saharanpur district,1594104
Uttar Pradesh,2020,sambhal district,533134
Uttar Pradesh,2020,sant kabeer nagar district,517382
Uttar Pradesh,2020,shahjahanpur district,830965
Uttar Pradesh,2020,shamli district,511323
Uttar Pradesh,2020,shravasti district,149707
Uttar Pradesh,2020,siddharthnagar district,661508
Uttar Pradesh,2020,sitapur district,1066978
Uttar Pradesh,2020,sonbhadra district,760028
Uttar Pradesh,2020,sultanpur district,832013
Uttar Pradesh,2020,unnao district,793725
Uttar Pradesh,2020,varanasi district,3559749
Uttar Pradesh,2021,agra district,4348171
Uttar Pradesh,2021,aligarh district,2633206
Uttar Pradesh,2021,ambedkar nagar district,1165695
Uttar Pradesh,2021,amethi district,945968
Uttar Pradesh,2021,amroha district,939272
Uttar Pradesh,2021,auraiya district,729772
Uttar Pradesh,2021,ayodhya district,1438297
Uttar Pradesh,2021,azamgarh district,2246767
Uttar Pradesh,2021,baghpat district,928606
Uttar Pradesh,2021,bahraich district,877263
Uttar Pradesh,2021,ballia district,1846566
Uttar Pradesh,2021,balrampur district,577033
Uttar Pradesh,2021,banda district,594704
Uttar Pradesh,2021,bara banki district,1122903
Uttar Pradesh,2021,bareilly district,2961716
Uttar Pradesh,2021,basti district,1237380
Uttar Pradesh,2021,bhadohi district,880998
Uttar Pradesh,2021,bijnor district,1707892
Uttar Pradesh,2021,budaun district,1038204
Uttar Pradesh,2021,bulandshahr district,2068016
Uttar Pradesh,2021,chandauli district,1160563
Uttar Pradesh,2021,chitrakoot district,348286
Uttar Pradesh,2021,deoria district,1899824
Uttar Pradesh,2021,etah district,826930
Uttar Pradesh,2021,etawah district,961696
Uttar Pradesh,2021,farrukhabad district,892595
Uttar Pradesh,2021,fatehpur district,872954
Uttar Pradesh,2021,firozabad district,1590790
Uttar Pradesh,2021,gautam buddha nagar district,9671976
Uttar Pradesh,2021,ghaziabad district,7869507
Uttar Pradesh,2021,ghazipur district,1986533
Uttar Pradesh,2021,gonda district,1176861
Uttar Pradesh,2021,gorakhpur district,3481031
Uttar Pradesh,2021,hamirpur district,495785
Uttar Pradesh,2021,hapur district,1116039
Uttar Pradesh,2021,hardoi district,1232882
Uttar Pradesh,2021,hathras district,888043
Uttar Pradesh,2021,jalaun district,882866
Uttar Pradesh,2021,jaunpur district,2508025
Uttar Pradesh,2021,jhansi district,1795103
Uttar Pradesh,2021,kannauj district,763636
Uttar Pradesh,2021,kanpur dehat district,720083
Uttar Pradesh,2021,kanpur nagar district,4890139
Uttar Pradesh,2021,kasganj district,608089
Uttar Pradesh,2021,kaushambi district,487590
Uttar Pradesh,2021,kheri district,1717320
Uttar Pradesh,2021,kushinagar district,1963847
Uttar Pradesh,2021,lalitpur district,597826
Uttar Pradesh,2021,lucknow district,8042168
Uttar Pradesh,2021,maharajganj district,1261399
Uttar Pradesh,2021,mahoba district,389537
Uttar Pradesh,2021,mainpuri district,956879
Uttar Pradesh,2021,mathura district,2426916
Uttar Pradesh,2021,mau district,1131035
Uttar Pradesh,2021,meerut district,3301313
Uttar Pradesh,2021,mirzapur district,1211843
Uttar Pradesh,2021,moradabad district,1787406
Uttar Pradesh,2021,muzaffarnagar district,1731108
Uttar Pradesh,2021,pilibhit district,896497
Uttar Pradesh,2021,pratapgarh district,1425295
Uttar Pradesh,2021,prayagraj district,5104291
Uttar Pradesh,2021,rae bareli district,1016410
Uttar Pradesh,2021,rampur district,949265
Uttar Pradesh,2021,saharanpur district,2257738
Uttar Pradesh,2021,sambhal district,785390
Uttar Pradesh,2021,sant kabeer nagar district,739944
Uttar Pradesh,2021,shahjahanpur district,1199881
Uttar Pradesh,2021,shamli district,732350
Uttar Pradesh,2021,shravasti district,225383
Uttar Pradesh,2021,siddharthnagar district,959978
Uttar Pradesh,2021,sitapur district,1530970
Uttar Pradesh,2021,sonbhadra district,1052041
Uttar Pradesh,2021,sultanpur district,1161503
Uttar Pradesh,2021,unnao district,1132708
Uttar Pradesh,2021,varanasi district,4799010
Uttar Pradesh,2022,agra district,5555006
Uttar Pradesh,2022,aligarh district,3384683
Uttar Pradesh,2022,ambedkar nagar district,1519029
Uttar Pradesh,2022,amethi district,1232894
Uttar Pradesh,2022,amroha district,1218436
Uttar Pradesh,2022,auraiya district,947987
Uttar Pradesh,2022,ayodhya district,1854699
Uttar Pradesh,2022,azamgarh district,2899420
Uttar Pradesh,2022,baghpat district,1187850
Uttar Pradesh,2022,bahraich district,1141541
Uttar Pradesh,2022,ballia district,2390936
Uttar Pradesh,2022,balrampur district,751897
Uttar Pradesh,2022,banda district,775622
Uttar Pradesh,2022,bara banki district,1458407
Uttar Pradesh,2022,bareilly district,3803128
Uttar Pradesh,2022,basti district,1608584
Uttar Pradesh,2022,bhadohi district,1137619
Uttar Pradesh,2022,bijnor district,2195005
Uttar Pradesh,2022,budaun district,1350686
Uttar Pradesh,2022,bulandshahr district,2661473
